Wall time,Step,Value
1779345929.2189577,14231488,15.122699737548828
1779345929.5056677,14232288,13.768786430358887
1779346009.5377066,14276352,17.01036262512207
1779346011.5725627,14281984,15.402009963989258
1779346077.557375,14287168,16.428571701049805
1779346077.6501312,14287424,18.015464782714844
1779346164.962798,14351936,17.005495071411133
1779346457.1737797,14451456,15.387283325195312
1779346457.357471,14451968,13.322916984558105
1779346462.9768686,14467520,14.694323539733887
1779346463.2752266,14468352,14.041666984558105
1779346695.2006547,14578560,14.62111759185791
1779346696.353688,14581760,14.719100952148438
1779346762.1877844,14586496,17.13286781311035
1779346762.245192,14586656,15.530726432800293
1779346762.3612301,14586976,15.647481918334961
1779346762.928068,14588544,17.02185821533203
1779346765.9100564,14596800,15.285714149475098
1779346769.950449,14608000,17.40174674987793
1779346842.425646,14631520,13.653060913085938
1779346842.6316514,14632096,16.772151947021484
1779346843.1170208,14633440,15.06147575378418
1779346843.1753547,14633600,14.858757019042969
1779346845.8863814,14641152,16.417909622192383
1779346912.802396,14649088,14.904040336608887
1779346916.069951,14658144,16.507936477661133
1779346916.0821023,14658176,16.88596534729004
1779346918.0982952,14663776,14.229357719421387
1779347829.2829323,15064352,14.174193382263184
1779347830.8439934,15068672,15.567708015441895
1779347831.8146775,15071360,12.492610931396484
1779347831.9790373,15071808,16.776315689086914
1779347832.1294286,15072224,16.346153259277344
1779347832.2906227,15072672,15.199999809265137
1779347895.7632453,15074496,15.517241477966309
1779347977.1715782,15126240,18.913043975830078
1779347977.6217313,15127488,14.294478416442871
1779347978.1698184,15129024,15.611353874206543
1779348125.721759,15190304,12.66331672668457
1779348126.071678,15191264,16.758241653442383
1779348126.914807,15193600,18.373493194580078
1779348126.995467,15193824,16.737287521362305
1779348127.1000314,15194112,20.25
1779348128.4497101,15197856,15.073529243469238
1779348204.6133096,15234976,15.28735637664795
