step,value
32768,-0.0002357959747314453
65536,0.0002948641777038574
98304,0.000671088695526123
131072,0.0015023350715637207
163840,0.0026314258575439453
196608,0.004795968532562256
229376,0.006302237510681152
262144,0.00893169641494751
294912,0.008731305599212646
327680,0.014745771884918213
360448,0.017996370792388916
393216,0.027281343936920166
425984,0.0283811092376709
458752,0.03340733051300049
491520,0.03722923994064331
524288,0.04494422674179077
557056,0.05248492956161499
589824,0.05333513021469116
622592,0.05848568677902222
655360,0.06872475147247314
688128,0.07278186082839966
720896,0.07981002330780029
753664,0.07863205671310425
786432,0.08235371112823486
819200,0.08417671918869019
851968,0.09234338998794556
884736,0.10070830583572388
917504,0.10820263624191284
950272,0.10323858261108398
983040,0.11246758699417114
1015808,0.11316108703613281
1048576,0.12406277656555176
1081344,0.13644623756408691
1114112,0.13694685697555542
1146880,0.12782424688339233
1179648,0.1251792311668396
1212416,0.13277959823608398
1245184,0.15187424421310425
1277952,0.1472259759902954
1310720,0.16339296102523804
1343488,0.17034083604812622
1376256,0.16337841749191284
1409024,0.17718690633773804
1441792,0.18415015935897827
1474560,0.1847628951072693
1507328,0.18058329820632935
1540096,0.190740168094635
1572864,0.1799224615097046
1605632,0.19812226295471191
1638400,0.20556288957595825
1671168,0.19968163967132568
1703936,0.2098802924156189
1736704,0.21636998653411865
1769472,0.21107947826385498
1802240,0.2340030074119568
1835008,0.2428104281425476
1867776,0.2347845435142517
1900544,0.2424534559249878
1933312,0.2404322624206543
1966080,0.2506663203239441
1998848,0.2483919858932495
2031616,0.2619438171386719
2064384,0.24569308757781982
2097152,0.24220913648605347
2129920,0.25775420665740967
2162688,0.2599993944168091
2195456,0.24748247861862183
2228224,0.28289079666137695
2260992,0.2927846908569336
2293760,0.29924511909484863
2326528,0.29382002353668213
2359296,0.29699891805648804
2392064,0.2699558138847351
2424832,0.31422775983810425
2457600,0.3352171778678894
2490368,0.2985266447067261
2523136,0.31940513849258423
2555904,0.3208351731300354
2588672,0.3108230233192444
2621440,0.34256529808044434
2654208,0.3071621060371399
2686976,0.32934653759002686
2719744,0.33882302045822144
2752512,0.3409273028373718
2785280,0.36883944272994995
2818048,0.33941036462783813
2850816,0.34196770191192627
2883584,0.3246232867240906
2916352,0.37713539600372314
2949120,0.3577365279197693
2981888,0.35082757472991943
3014656,0.37302905321121216
3047424,0.35040754079818726
3080192,0.3643708825111389
3112960,0.3661152720451355
3145728,0.3802003860473633
3178496,0.3716270923614502
3211264,0.40339821577072144
